가구식별번호,조사연도,조사차수,조사구식별번호,시도코드,시도명,행정구역유형,도시농촌구분,층화코드,표본조사구코드,조사일자,응답방식,응답상태,주택유형,점유형태,아파트층수,가구유형,가구원수,가구원수구간,가구주성별,가구주연령,가구주연령대,교육수준코드,교육수준,종사상지위,경제활동상태,산업분류,인터넷이용여부,건강상태등급,삶의만족도점수,지역박탈도백분위,통근시간_분,주당근로시간,월근로소득_만원,월사업소득_만원,월이전소득_만원,월기타소득_만원,월총소득_만원,연간가구소득_만원,세금사회보험료_만원,가처분소득_만원,식료품비_만원,주거비_만원,교육비_만원,보건의료비_만원,교통비_만원,기타지출_만원,월총지출_만원,월저축액_만원,1인당가처분소득_만원,균등화가처분소득_만원,주거비부담률,경제스트레스지수,조사가중치,응답자메모
HH-2025-000060,2025,4,ED-0060,R02,부산광역시,동부,도시,ST-02-동,PSU-0121,2025-05-31,전화,완료,오피스텔,자가,0,1인가구,1,1인,남성,77,70대 이상,5,대학교,비경제활동,비경제활동,,Y,2,3,10,,,0.0,0.0,45,10,55.0,660.0,3.0,52.0,72,67,0,41,22,27,229,-177.0,52.0,52.0,128.8,31.8,1.33,"메모-0060: 생활비, 주거비 항목 재확인"
HH-2025-000061,2025,1,ED-0061,R04,인천광역시,동부,도시,ST-04-동,PSU-0158,2025-07-07,전화,완료,아파트,자가,8,3세대,5,5인 이상,여성,78,70대 이상,4,고등학교,비경제활동,비경제활동,,N,3,4,5,,,0.0,0.0,80,0,80.0,2160.0,4.4,75.6,153,48,13,35,16,49,314,-238.4,15.1,33.8,63.5,31.7,1.695,메모-0061: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000062,2025,2,ED-0062,R15,경상북도,동부,도시,ST-15-동,PSU-0195,2025-08-13,인터넷,완료,아파트,자가,15,부부+자녀,4,3~4인,여성,79,70대 이상,2,초등학교,비경제활동,비경제활동,,Y,3,3,15,,,0.0,0.0,115,10,125.0,1500.0,6.9,118.1,129,21,0,32,15,55,252,-133.9,29.5,59.0,17.8,31.1,0.555,
HH-2025-000063,2025,3,ED-0063,R06,대전광역시,읍부,농촌,ST-06-읍,PSU-0232,2025-09-19,방문면접,완료,단독주택,월세,0,부부,2,2인,여성,80,70대 이상,2,초등학교,비경제활동,비경제활동,,N,2,2,10,,,0.0,0.0,35,5,40.0,480.0,2.2,37.8,79,92,2,41,16,33,263,-225.2,18.9,26.7,243.4,32.1,0.92,메모-0063: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000064,2025,4,ED-0064,R02,부산광역시,동부,도시,ST-02-동,PSU-0269,2025-04-29,방문면접,완료,연립·다세대,자가,0,부부,2,2인,남성,81,70대 이상,5,대학교,비경제활동,비경제활동,,N,1,2,15,,,0.0,0.0,45,100,145.0,1740.0,8.0,137.0,99,68,0,42,7,53,269,-132.0,68.5,96.9,49.6,30.9,1.285,메모-0064: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000065,2025,1,ED-0065,R09,경기도,동부,도시,ST-09-동,PSU-0006,2025-06-05,인터넷,완료,연립·다세대,자가,0,1인가구,1,1인,남성,82,70대 이상,3,중학교,무급가족종사자,취업,금융·전문서비스,Y,2,3,5,58.5,59.5,0.0,125,65,60,250.0,3000.0,13.8,236.2,39,41,0,23,28,24,155,81.2,236.2,236.2,17.4,39.7,1.65,메모-0065: 응답자가 조사표 작성 기준을 확인함
HH-2025-000066,2025,2,ED-0066,R05,광주광역시,읍부,농촌,ST-05-읍,PSU-0043,2025-07-12,방문면접,완료,연립·다세대,전세,0,부부,2,2인,여성,83,70대 이상,2,초등학교,비경제활동,비경제활동,,N,1,3,20,,,0.0,0.0,85,70,155.0,1860.0,8.5,146.5,55,48,16,21,11,41,192,-45.5,73.2,103.6,32.8,30.6,0.51,"메모-0066: 생활비, 주거비 항목 재확인"
HH-2025-000067,2025,3,ED-0067,R01,서울특별시,동부,도시,ST-01-동,PSU-0080,2025-08-18,방문면접,완료,연립·다세대,자가,0,1인가구,1,2인,남성,84,70대 이상,3,중학교,비경제활동,비경제활동,,N,1,1,5,,,0.0,0.0,40,100,140.0,1680.0,7.7,132.3,43,63,25,25,25,26,207,-74.7,132.3,132.3,47.6,55.8,0.875,메모-0067: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000068,2025,4,ED-0068,R01,서울특별시,동부,도시,ST-01-동,PSU-0117,2025-09-24,방문면접,완료,단독주택,보증부월세,0,1인가구,1,1인,남성,85,70대 이상,4,고등학교,비경제활동,비경제활동,,Y,2,3,15,,,0.0,0.0,70,20,90.0,1080.0,5.0,85.0,44,78,0,40,4,16,182,-97.0,85.0,85.0,91.8,31.3,1.24,메모-0068: 소득 항목은 월평균 금액으로 응답
HH-2025-000069,2025,1,ED-0069,R11,충청북도,동부,도시,ST-11-동,PSU-0154,2025-05-04,전화,완료,아파트,자가,4,1인가구,1,1인,남성,86,70대 이상,2,초등학교,자영업자,취업,제조업,N,2,3,5,54.5,56.5,0.0,275,40,105,420.0,5040.0,44.1,375.9,54,45,22,33,38,15,207,168.9,375.9,375.9,12.0,36.8,1.605,메모-0069: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000070,2025,2,ED-0070,R10,강원특별자치도,동부,도시,ST-10-동,PSU-0191,2025-06-10,방문면접,완료,아파트,자가,11,1인가구,1,1인,여성,87,70대 이상,2,초등학교,비경제활동,비경제활동,,N,3,4,10,,,0.0,0.0,45,65,110.0,1320.0,6.0,104.0,47,60,0,23,25,36,191,-87.0,104.0,104.0,57.7,31.1,1.97,메모-0070: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000071,2025,3,ED-0071,R09,강원특별자치도,동부,도시,ST-09-동,PSU-0228,2025-07-17,전화,완료,연립·다세대,자가,0,1인가구,1,1인,남성,88,70대 이상,4,고등학교,비경제활동,비경제활동,,N,1,3,10,,,0.0,0.0,115,0,115.0,1380.0,6.3,108.7,46,46,0,24,17,20,153,-44.3,108.7,358.7,42.3,31.0,0.83,메모-0071: 응답자가 조사표 작성 기준을 확인함
HH-2025-000072,2025,4,ED-0072,R09,경기도,면부,농촌,ST-09-면,PSU-0265,2025-08-23,전화,완료,단독주택,자가,0,한부모,4,3~4인,여성,89,70대 이상,2,초등학교,자영업자,취업,제조업,N,1,3,10,41.5,46.5,0.0,340,100,100,540.0,6480.0,56.7,483.3,125,56,3,40,42,48,314,169.3,120.8,241.7,11.6,32.0,1.195,"메모-0072: 생활비, 주거비 항목 재확인"
HH-2025-000073,2025,1,ED-0073,R01,서울특별시,동부,도시,ST-01-동,PSU-0002,2025-04-02,인터넷,완료,아파트,자가,2,3세대,5,5인 이상,남성,53,50대,4,대학교,임시·일용근로자,취업,도소매·숙박,Y,5,4,15,39.5,34.5,310,0.0,40,10,360.0,4320.0,37.8,322.2,124,23,35,15,39,39,275,47.2,64.4,144.1,27.1,33.4,1.56,메모-0073: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000074,2025,2,ED-0074,R09,경기도,동부,도시,ST-09-동,PSU-0039,2025-05-09,전화,완료,연립·다세대,자가,0,1인가구,1,1인,여성,74,70대 이상,2,초등학교,비경제활동,비경제활동,,Y,4,4,5,,,0.0,0.0,35,40,75.0,900.0,4.1,70.9,58,64,10,28,10,40,210,-139.1,70.9,70.9,90.3,31.6,1.925,메모-0074: 소득 항목은 월평균 금액으로 응답
HH-2025-000075,2025,3,ED-0075,R09,경기도,면부,농촌,ST-09-면,PSU-0076,2025-06-15,방문면접,완료,아파트,자가,16,부부+자녀,5,5인 이상,남성,80,70대 이상,3,중학교,비경제활동,비경제활동,,N,1,2,5,,,0.0,0.0,90,55,145.0,1740.0,8.0,137.0,146,29,17,31,32,77,332,-195.0,27.4,61.3,21.2,31.0,0.785,메모-0075: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000076,2025,4,ED-0076,R01,서울특별시,동부,도시,ST-01-동,PSU-0113,2025-07-22,인터넷,완료,아파트,전세,23,부부+자녀,3,3~4인,여성,32,30대,5,대학교,실업자,실업,,Y,4,4,5,,,0.0,0.0,35,0,35.0,420.0,1.9,33.1,90,49,3,13,18,25,198,-164.9,11.0,19.1,148.0,32.0,1.15,메모-0076: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000077,2025,1,ED-0077,R12,충청남도,동부,도시,ST-12-동,PSU-0150,2025-08-28,전화,완료,아파트,자가,30,부부+자녀,4,3~4인,여성,68,60대,4,고등학교,비경제활동,비경제활동,,N,3,3,5,,,0.0,0.0,85,15,100.0,1200.0,5.5,94.5,109,51,12,28,11,52,263,-168.5,23.6,47.2,54.0,31.4,1.515,메모-0077: 응답자가 조사표 작성 기준을 확인함
HH-2025-000078,2025,2,ED-0078,R17,제주특별자치도,동부,도시,ST-17-동,PSU-0187,2025-04-07,인터넷,대리응답,단독주택,자가,0,부부+자녀,4,3~4인,여성,45,40대,4,고등학교,상용근로자,취업,건설업,Y,4,3,10,30.5,38.0,375,0.0,50,90,515.0,6180.0,54.1,460.9,122,66,32,26,38,47,331,129.9,115.2,230.4,14.3,29.9,1.88,"메모-0078: 생활비, 주거비 항목 재확인"
HH-2025-000079,2025,3,ED-0079,R09,경기도,동부,도시,ST-09-동,PSU-0224,2025-05-14,인터넷,완료,아파트,전세,14,1인가구,1,1인,남성,49,50대,6,대학원,상용근로자,취업,도소매·숙박,Y,5,5,5,74.5,37.0,545,0.0,10,40,595.0,7140.0,62.5,532.5,87,58,7,12,41,29,234,298.5,532.5,532.5,10.9,42.7,0.74,메모-0079: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000080,2025,4,ED-0080,R12,충청남도,읍부,농촌,ST-12-읍,PSU-0261,2025-06-20,전화,완료,단독주택,자가,0,1인가구,1,1인,남성,59,50대,4,고등학교,상용근로자,취업,보건·복지,Y,4,3,5,42.0,48.0,355,0.0,30,85,470.0,5640.0,49.4,420.6,76,39,0,35,40,48,238,182.6,420.6,420.6,9.3,32.7,1.105,메모-0080: 소득 항목은 월평균 금액으로 응답
HH-2025-000081,2025,1,ED-0081,R09,경기도,동부,도시,ST-09-동,PSU-0298,2025-07-27,인터넷,완료,아파트,보증부월세,28,부부,2,2인,남성,45,40대,4,고등학교,임시·일용근로자,취업,도소매·숙박,Y,3,3,10,78.5,46.0,160,0.0,25,140,325.0,3900.0,34.1,290.9,90,92,0,20,24,26,252,38.9,145.4,205.7,31.6,47.5,1.47,메모-0081: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000082,2025,2,ED-0082,R06,대전광역시,동부,도시,ST-06-동,PSU-0035,2025-09-02,인터넷,완료,아파트,자가,5,부부,2,2인,남성,31,30대,6,대학원,임시·일용근로자,취업,도소매·숙박,Y,5,2,25,19.5,49.0,225,0.0,35,115,375.0,4500.0,39.4,335.6,79,40,0,2,38,24,183,152.6,167.8,237.3,11.9,29.5,1.835,메모-0082: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000083,2025,3,ED-0083,R01,서울특별시,읍부,도시,ST-01-읍,PSU-0072,2025-04-12,전화,완료,단독주택,보증부월세,0,부부+자녀,4,3~4인,남성,38,30대,4,고등학교,비경제활동,비경제활동,,Y,5,3,10,,,0.0,0.0,45,130,175.0,2100.0,9.6,165.4,125,65,16,2,16,25,249,-83.6,41.4,82.7,39.3,30.5,0.695,메모-0083: 응답자가 조사표 작성 기준을 확인함
HH-2025-000084,2025,4,ED-0084,R03,대구광역시,동부,도시,ST-03-동,PSU-0109,2025-05-19,인터넷,완료,아파트,보증부월세,19,부부+자녀,4,3~4인,여성,46,40대,5,대학교,자영업자,취업,운수업,Y,4,4,15,11.5,47.0,0.0,635,60,25,720.0,8640.0,122.4,597.6,124,99,23,9,35,40,330,267.6,149.4,298.8,16.6,25.9,1.06,"메모-0084: 생활비, 주거비 항목 재확인"
HH-2025-000085,2025,1,ED-0085,R01,서울특별시,동부,도시,ST-01-동,PSU-0146,2025-06-25,인터넷,완료,아파트,자가,26,1인가구,1,1인,여성,18,20대 이하,5,대학교,상용근로자,취업,운수업,Y,4,3,40,56.0,42.5,315,0.0,0,65,380.0,4560.0,39.9,340.1,41,50,0,4,25,14,134,206.1,340.1,340.1,14.7,37.6,1.425,메모-0085: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000086,2025,2,ED-0086,R15,경상북도,동부,도시,ST-15-동,PSU-0183,2025-08-01,인터넷,완료,아파트,자가,3,1인가구,1,1인,남성,89,70대 이상,4,고등학교,비경제활동,비경제활동,,Y,1,4,5,,,0.0,0.0,55,0,55.0,660.0,3.0,52.0,65,65,9,38,5,35,217,-165.0,52.0,52.0,125.0,31.8,1.79,메모-0086: 소득 항목은 월평균 금액으로 응답
HH-2025-000087,2025,3,ED-0087,R13,전북특별자치도,동부,도시,ST-13-동,PSU-0220,2025-09-07,인터넷,완료,아파트,자가,10,부부+자녀,4,3~4인,여성,36,30대,5,대학교,상용근로자,취업,건설업,Y,5,5,20,28.5,33.5,560,0.0,35,0,595.0,7140.0,62.5,532.5,121,49,36,8,31,63,308,224.5,133.1,266.2,9.2,28.7,0.65,메모-0087: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000088,2025,4,ED-0088,R09,경기도,면부,농촌,ST-09-면,PSU-0257,2025-04-17,인터넷,완료,연립·다세대,전세,0,3세대,6,5인 이상,여성,38,30대,5,대학교,비경제활동,비경제활동,,Y,5,4,10,,,0.0,0.0,5,140,145.0,1740.0,8.0,137.0,157,38,72,3,31,66,367,-230.0,22.8,55.9,27.7,31.1,1.015,메모-0088: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000089,2025,1,ED-0089,R01,서울특별시,동부,도시,ST-01-동,PSU-0294,2025-05-24,인터넷,완료,오피스텔,자가,0,1인가구,1,1인,남성,52,50대,5,대학교,상용근로자,실업,농림어업,Y,4,3,5,31.0,39.0,470,0.0,10,110,590.0,7080.0,61.9,528.1,45,56,0,8,30,15,154,374.1,528.1,528.1,10.6,28.9,1.38,메모-0089: 응답자가 조사표 작성 기준을 확인함
HH-2025-000090,2025,2,ED-0090,R02,부산광역시,동부,도시,ST-02-동,PSU-0031,2025-06-30,방문면접,완료,단독주택,자가,0,1인가구,1,1인,여성,66,60대,4,고등학교,비경제활동,비경제활동,,N,3,4,25,,,0.0,0.0,0,75,75.0,900.0,4.1,70.9,52,41,3,2,21,19,138,-67.1,70.9,70.9,57.8,31.4,1.745,"메모-0090: 생활비, 주거비 항목 재확인"
HH-2025-000091,2025,3,ED-0091,R09,경기도,동부,도시,ST-09-동,PSU-0068,2025-08-06,방문면접,완료,아파트,자가,8,한부모,3,3~4인,남성,84,70대 이상,1,무학,비경제활동,비경제활동,,Y,1,3,15,,,0.0,0.0,65,25,90.0,1080.0,5.0,85.0,103,71,15,31,9,46,275,-190.0,28.3,49.1,83.5,31.5,0.605,메모-0091: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000092,2025,4,ED-0092,R06,대전광역시,동부,도시,ST-06-동,PSU-0105,2025-09-12,인터넷,완료,아파트,보증부월세,15,1인가구,1,1인,여성,83,70대 이상,2,초등학교,비경제활동,비경제활동,,Y,1,4,5,,,0.0,0.0,25,0,25.0,300.0,1.4,23.6,60,82,4,35,23,30,234,-210.4,23.6,23.6,347.5,32.2,0.97,메모-0092: 소득 항목은 월평균 금액으로 응답
HH-2025-000093,2025,1,ED-0093,R11,충청북도,면부,농촌,ST-11-면,PSU-0142,2025-04-22,전화,완료,단독주택,무상,0,1인가구,1,1인,남성,49,40대,5,대학교,상용근로자,취업,보건·복지,Y,5,4,10,19.5,41.0,545,0.0,40,60,645.0,7740.0,109.7,535.3,63,8,2,15,42,11,141,394.3,535.3,535.3,1.5,27.0,1.335,
HH-2025-000094,2025,2,ED-0094,R16,경상남도,면부,농촌,ST-16-면,PSU-0179,2025-05-29,인터넷,완료,단독주택,자가,0,부부+자녀,3,3~4인,여성,37,30대,5,대학교,임시·일용근로자,취업,금융·전문서비스,Y,5,3,15,44.0,34.5,145,0.0,5,0,200.0,2400.0,8.2,141.8,73,49,32,2,48,26,230,-88.2,47.3,81.9,34.6,36.6,1.7,메모-0094: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000095,2025,3,ED-0095,R09,경기도,동부,도시,ST-09-동,PSU-0216,2025-07-05,전화,완료,아파트,월세,6,1인가구,1,1인,남성,76,70대 이상,4,고등학교,임시·일용근로자,취업,제조업,N,3,3,5,17.0,43.0,195,0.0,65,15,275.0,3300.0,15.1,259.9,61,90,0,40,18,8,217,42.9,259.9,259.9,34.6,30.2,0.56,메모-0095: 응답자가 조사표 작성 기준을 확인함
HH-2025-000096,2025,4,ED-0096,R17,제주특별자치도,면부,농촌,ST-17-면,PSU-0253,2025-08-11,인터넷,완료,아파트,자가,13,부부,2,2인,남성,48,40대,5,대학교,비경제활동,비경제활동,,Y,5,3,5,,,0.0,0.0,40,75,115.0,1380.0,6.3,108.7,84,10,0,8,32,38,172,-63.3,54.4,76.9,9.2,31.0,0.925,"메모-0096: 생활비, 주거비 항목 재확인"
HH-2025-000097,2025,1,ED-0097,R05,광주광역시,동부,도시,ST-05-동,PSU-0290,2025-09-17,방문면접,완료,오피스텔,자가,0,부부+자녀,5,5인 이상,남성,52,50대,6,대학원,상용근로자,취업,제조업,Y,5,3,15,47.5,38.0,455,0.0,50,0,505.0,6060.0,53.0,452.0,133,65,56,16,31,76,377,75.0,90.4,202.1,14.4,34.1,1.29,메모-0097: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000098,2025,2,ED-0098,R09,경기도,읍부,농촌,ST-09-읍,PSU-0027,2025-04-27,방문면접,완료,아파트,보증부월세,27,3세대,5,5인 이상,여성,63,60대,5,대학교,무급가족종사자,취업,농림어업,N,4,4,5,12.0,56.0,0.0,80,55,70,205.0,2460.0,11.3,193.7,122,77,23,26,32,58,338,-144.3,38.7,86.6,39.8,30.8,1.655,메모-0098: 소득 항목은 월평균 금액으로 응답
HH-2025-000099,2025,3,ED-0099,R09,경기도,면부,농촌,ST-09-면,PSU-0064,2025-06-03,인터넷,부분응답,단독주택,자가,0,1인가구,1,1인,여성,55,50대,2,초등학교,자영업자,취업,금융·전문서비스,Y,4,4,15,31.0,58.5,0.0,40,30,95,165.0,1980.0,9.1,155.9,52,8,0,16,40,27,143,12.9,155.9,155.9,5.1,33.3,0.515,메모-0099: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000100,2025,4,ED-0100,R02,부산광역시,동부,도시,ST-02-동,PSU-0101,2025-07-10,인터넷,부분응답,아파트,보증부월세,11,부부+자녀,3,3~4인,남성,60,60대,3,중학교,임시·일용근로자,취업,기타서비스,Y,4,3,10,72.5,33.0,160,0.0,5,55,220.0,2640.0,12.1,207.9,99,87,15,6,37,39,283,-75.1,69.3,120.0,41.8,45.8,0.88,메모-0100: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000101,2025,1,ED-0101,R09,경기도,동부,도시,ST-09-동,PSU-0138,2025-08-16,인터넷,완료,아파트,자가,18,1인가구,1,1인,남성,75,70대 이상,1,무학,무급가족종사자,취업,기타서비스,Y,3,2,5,56.0,54.5,0.0,90,65,70,225.0,2700.0,12.4,212.6,50,29,0,28,29,22,158,54.6,212.6,212.6,13.6,39.2,1.245,메모-0101: 응답자가 조사표 작성 기준을 확인함
HH-2025-000102,2025,2,ED-0102,R12,충청남도,동부,도시,ST-12-동,PSU-0175,2025-09-22,전화,완료,아파트,보증부월세,25,부부,2,2인,여성,38,30대,4,고등학교,상용근로자,취업,도소매·숙박,Y,5,2,5,74.0,42.0,310,0.0,35,15,360.0,4320.0,37.8,322.2,92,89,0,2,39,53,275,47.2,161.1,227.8,27.6,45.1,1.61,"메모-0102: 생활비, 주거비 항목 재확인"
HH-2025-000103,2025,3,ED-0103,R02,부산광역시,동부,도시,ST-02-동,PSU-0212,2025-05-02,인터넷,완료,아파트,월세,2,부부,2,2인,여성,63,60대,3,중학교,자영업자,취업,도소매·숙박,Y,4,4,20,28.5,49.5,0.0,95,10,5,110.0,1320.0,6.0,104.0,61,104,4,21,34,14,238,-134.0,52.0,73.5,100.0,33.7,1.975,메모-0103: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000104,2025,4,ED-0104,R02,부산광역시,동부,도시,ST-02-동,PSU-0249,2025-06-08,인터넷,완료,아파트,보증부월세,9,1인가구,1,1인,여성,42,40대,6,대학원,상용근로자,취업,기타서비스,Y,4,3,5,24.0,44.0,435,0.0,10,35,480.0,5760.0,50.4,429.6,43,104,1,12,44,30,234,195.6,429.6,429.6,24.2,29.0,0.835,메모-0104: 소득 항목은 월평균 금액으로 응답
HH-2025-000105,2025,1,ED-0105,R10,강원특별자치도,동부,도시,ST-10-동,PSU-0286,2025-07-15,인터넷,완료,아파트,자가,16,부부,2,2인,여성,55,50대,6,대학원,무급가족종사자,취업,보건·복지,Y,4,4,5,28.0,48.5,0.0,105,0,40,145.0,1740.0,8.0,137.0,77,32,3,12,30,30,184,-47.0,68.5,96.9,23.4,33.1,1.2,메모-0105: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000106,2025,2,ED-0106,R01,서울특별시,동부,도시,ST-01-동,PSU-0023,2025-08-21,방문면접,완료,아파트,전세,23,부부+자녀,3,3~4인,남성,59,50대,4,고등학교,상용근로자,취업,기타서비스,N,4,2,5,26.0,38.0,335,0.0,30,95,460.0,5520.0,48.3,411.7,93,56,11,12,25,30,377,34.7,137.2,237.7,13.6,29.8,1.565,메모-0106: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000107,2025,3,ED-0107,R03,대구광역시,동부,도시,ST-03-동,PSU-0060,2025-09-27,전화,완료,단독주택,자가,0,한부모,4,3~4인,남성,46,40대,4,고등학교,비경제활동,비경제활동,,Y,4,4,15,,,0.0,0.0,0,100,100.0,1200.0,5.5,94.5,118,45,26,2,33,37,261,-166.5,23.6,47.2,47.6,31.4,1.93,메모-0107: 응답자가 조사표 작성 기준을 확인함
HH-2025-000108,2025,4,ED-0108,R02,부산광역시,동부,도시,ST-02-동,PSU-0097,2025-05-07,방문면접,완료,아파트,보증부월세,7,부부+자녀,4,3~4인,여성,68,60대,3,중학교,자영업자,취업,건설업,Y,3,2,5,70.5,44.0,0.0,40,25,140,205.0,2460.0,11.3,193.7,100,74,8,14,39,57,292,-98.3,48.4,96.8,38.2,45.2,0.79,"메모-0108: 생활비, 주거비 항목 재확인"
HH-2025-000109,2025,1,ED-0109,R06,대전광역시,동부,도시,ST-06-동,PSU-0134,2025-06-13,인터넷,완료,아파트,자가,14,부부,2,2인,여성,50,50대,6,대학원,임시·일용근로자,취업,금융·전문서비스,Y,5,4,5,38.0,44.5,260,0.0,5,15,280.0,3360.0,15.4,264.6,71,67,0,13,34,35,220,44.6,132.3,187.1,25.3,33.6,1.155,메모-0109: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000110,2025,2,ED-0110,R13,전북특별자치도,면부,농촌,ST-13-면,PSU-0171,2025-07-20,인터넷,완료,연립·다세대,자가,0,부부,2,2인,남성,39,30대,4,고등학교,자영업자,취업,보건·복지,Y,4,3,25,28.5,41.5,0.0,585,45,25,655.0,7860.0,111.4,543.6,77,36,10,19,18,27,187,356.6,271.8,384.4,6.6,28.3,1.52,메모-0110: 소득 항목은 월평균 금액으로 응답
HH-2025-000111,2025,3,ED-0111,R11,충청북도,동부,도시,ST-11-동,PSU-0208,2025-08-26,방문면접,완료,아파트,자가,28,부부,2,2인,여성,67,60대,4,고등학교,비경제활동,비경제활동,,N,2,4,15,,,0.0,0.0,15,85,100.0,1200.0,5.5,94.5,91,68,0,44,9,36,248,-153.5,47.2,66.8,72.0,31.4,1.885,메모-0111: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000112,2025,4,ED-0112,R01,서울특별시,동부,도시,ST-01-동,PSU-0245,2025-04-05,인터넷,완료,아파트,전세,5,부부+자녀,4,3~4인,여성,53,50대,4,고등학교,상용근로자,취업,도소매·숙박,Y,4,5,5,23.5,43.0,340,0.0,60,115,515.0,6180.0,54.1,460.9,107,56,36,19,25,29,272,188.9,115.2,230.4,12.2,28.7,0.745,메모-0112: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000113,2025,1,ED-0113,R01,서울특별시,동부,도시,ST-01-동,PSU-0282,2025-05-12,전화,완료,아파트,자가,12,한부모,2,2인,여성,40,40대,4,고등학교,임시·일용근로자,취업,건설업,Y,4,3,10,50.0,36.0,130,0.0,0,130,260.0,3120.0,14.3,245.7,79,56,0,16,35,16,202,43.7,122.8,173.7,22.8,37.0,1.11,메모-0113: 응답자가 조사표 작성 기준을 확인함
HH-2025-000114,2025,2,ED-0114,R06,대전광역시,동부,도시,ST-06-동,PSU-0019,2025-06-18,전화,완료,아파트,자가,19,부부,2,2인,남성,52,50대,4,고등학교,임시·일용근로자,취업,농림어업,Y,4,4,5,14.5,41.0,130,0.0,0,30,160.0,1920.0,8.8,151.2,79,86,16,12,36,28,257,-105.8,75.6,106.9,56.9,31.3,1.475,"메모-0114: 생활비, 주거비 항목 재확인"
